season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,count
4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0,394
3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,32
1,0,2,17,0,6,0,1,0.32,0.2879,0.31,0.5224,137
3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0,5
1,1,12,11,0,0,0,1,0.26,0.2273,0.41,0.4179,136
2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,40
1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,26
3,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,302
4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,158
2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0,20
3,1,8,14,0,5,1,1,0.86,0.2424,0.34,0.4179,328
2,0,4,11,0,6,0,2,0.4,0.4091,0.47,0.1642,198
1,0,2,5,0,5,1,1,0.08,0.1212,0.63,0.0896,4
4,0,11,16,0,0,0,2,0.54,0.5152,0.28,0.3881,319
1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,28
4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,248
3,1,8,9,0,1,1,1,0.66,0.6061,0.83,0.1045,342
2,1,4,16,0,5,1,1,0.66,0.6212,0.44,0.194,580
3,0,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179,130
4,0,12,0,0,3,1,1,0.26,0.303,0.75,0,22
2,0,3,16,0,3,1,3,0.28,0.2727,0.87,0.2537,36
3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,10
3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,347
3,0,7,1,0,0,0,1,0.74,0.6818,0.62,0.0896,79
2,1,5,22,0,0,0,1,0.62,0.5909,0.73,0.3284,145
4,1,10,22,0,3,1,1,0.66,0.6212,0.74,0,241
1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,105
4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,668
2,0,4,7,0,2,1,2,0.52,0.5,0.55,0,188
3,1,6,14,0,6,0,1,0.78,0.6818,0.33,0.2537,609
4,1,12,0,0,4,1,1,0.32,0.3333,0.61,0.1343,42
4,1,11,5,0,0,0,2,0.22,0.2273,0.47,0.1642,3
3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,152
4,1,11,14,0,6,0,1,0.32,0.2879,0.33,0.4627,207
1,1,12,6,0,5,1,1,0.22,0.2121,0.64,0.2836,51
1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,274
3,1,7,3,0,5,1,1,0.7,0.6667,0.74,0.1642,12
1,1,2,14,0,3,1,1,0.62,0.6212,0.33,0.2239,192
3,1,9,8,0,4,1,1,0.56,0.5303,0.73,0,758
3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,259
3,1,7,9,0,1,1,2,0.74,0.7121,0.74,0.1343,345
2,1,6,22,0,4,1,2,0.64,0.6061,0.65,0.2239,242
1,1,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,383
2,1,5,15,0,1,1,2,0.64,0.6061,0.73,0.194,225
2,1,5,19,0,5,1,1,0.74,0.6818,0.62,0.2537,404
3,0,6,20,0,2,1,3,0.74,0.697,0.7,0.2239,326
2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,75
4,1,10,11,1,1,0,2,0.4,0.4091,0.62,0.0896,308
2,0,5,4,0,2,1,1,0.6,0.5455,0.88,0.1045,4
2,1,5,9,0,3,1,2,0.6,0.5606,0.83,0,325
4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,176
1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,2
4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,142
4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,240
3,1,8,12,0,3,1,2,0.8,0.7424,0.52,0,280
2,1,4,1,0,3,1,1,0.42,0.4242,0.41,0,25
1,1,2,11,0,6,0,1,0.3,0.3333,0.7,0,270
3,0,9,5,0,6,0,1,0.58,0.5455,0.94,0.1343,8
2,1,6,3,0,3,1,1,0.66,0.6061,0.83,0.1343,8
2,0,5,8,0,5,1,2,0.5,0.4848,0.88,0.194,387
2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,65
3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,436
3,0,9,9,0,0,0,1,0.66,0.6061,0.78,0.1642,189
4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,416
1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,37
4,1,9,8,0,0,0,1,0.48,0.4697,0.55,0.3582,175
2,1,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,233
2,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,203
2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,46
4,1,10,7,0,0,0,2,0.5,0.4848,0.59,0.2985,65
1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,59
2,0,5,2,0,0,0,2,0.52,0.5,1,0.1343,50
2,0,4,20,0,6,0,2,0.54,0.5152,0.88,0.2537,183
2,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,793
4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,414
3,0,8,13,0,2,1,1,0.86,0.7424,0.3,0.2239,203
1,0,2,6,0,6,0,1,0.12,0.1364,0.93,0.194,2
3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,201
2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,337
2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,362
1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0,11
3,1,9,8,0,3,1,1,0.56,0.5303,0.64,0.1045,770
1,1,3,11,0,0,0,1,0.32,0.2879,0.45,0.3881,256
3,1,9,0,0,1,1,1,0.54,0.5152,0.68,0.1642,45
2,1,6,2,0,6,0,2,0.54,0.5152,0.88,0,41
4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,123
3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0,147
2,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,20
1,0,12,2,0,5,1,3,0.38,0.3939,0.94,0.1343,13
3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,242
3,1,8,14,0,2,1,1,0.76,0.6667,0.37,0.0896,302
3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,488
3,1,8,15,0,5,1,1,0.8,0.7424,0.52,0.4478,324
2,0,5,16,0,1,1,2,0.72,0.6818,0.62,0.2985,279
1,1,12,16,0,6,0,1,0.3,0.2727,0.39,0.4478,147
3,1,8,10,0,6,0,1,0.82,0.7727,0.57,0.194,396
1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,253
2,0,5,20,0,3,1,1,0.4,0.4091,0.62,0.3284,191
4,1,10,4,0,1,1,1,0.38,0.3939,0.66,0,7
2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,604
4,1,12,8,0,3,1,2,0.44,0.4394,0.58,0.2836,759
3,1,9,23,0,6,0,1,0.66,0.5909,0.89,0.0896,145
2,0,5,15,0,2,1,2,0.7,0.6515,0.58,0.4478,154
2,0,5,3,0,2,1,1,0.54,0.5152,0.83,0.2836,2
4,1,11,20,0,4,1,1,0.38,0.3939,0.29,0.4627,245
4,1,12,11,0,6,0,2,0.4,0.4091,0.87,0.1045,404
2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,3
4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,125
1,0,12,15,0,6,0,1,0.32,0.303,0.39,0.2239,97
1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,286
3,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,76
4,0,12,17,0,1,1,1,0.38,0.3939,0.46,0.194,378
1,1,12,17,0,3,1,3,0.26,0.2273,0.93,0.3582,53
1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,215
4,1,10,19,0,0,0,3,0.42,0.4242,0.94,0.3582,54
4,1,10,21,0,1,1,1,0.52,0.5,0.59,0.3284,206
4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,453
3,1,8,3,0,6,0,1,0.66,0.6212,0.69,0.0896,38
3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896,25
4,1,11,7,0,4,1,2,0.36,0.3485,0.57,0.1642,420
1,1,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,52
2,1,6,16,0,1,1,2,0.6,0.5909,0.73,0.194,332
2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,535
3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896,19
2,0,4,2,0,1,1,1,0.46,0.4545,0.94,0.2836,9
2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,25
4,1,10,6,1,1,0,1,0.34,0.3485,0.76,0.1045,59
4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,462
4,0,11,16,0,4,1,3,0.36,0.3485,0.81,0.2239,73
2,1,5,9,0,6,0,1,0.54,0.5152,0.49,0,335
2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,314
3,0,8,5,0,4,1,2,0.68,0.6364,0.89,0,20
4,1,10,15,0,2,1,2,0.52,0.5,0.63,0.1642,254
3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,389
3,0,7,17,0,2,1,1,0.88,0.8182,0.44,0.2836,428
3,1,8,5,0,3,1,2,0.64,0.5909,0.78,0.1343,49
2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194,45
1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,70
1,0,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896,70
2,1,5,3,0,0,0,2,0.54,0.5152,0.64,0.1343,28
3,1,6,2,0,6,0,2,0.64,0.5758,0.83,0.194,93
2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,269
1,0,12,21,0,4,1,3,0.42,0.4242,0.71,0,17
3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,378
3,1,9,0,0,3,1,1,0.72,0.697,0.74,0.2537,37
3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,6
2,1,5,0,0,6,0,1,0.52,0.5,0.48,0.1045,148
4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,207
1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,130
4,1,12,21,0,6,0,2,0.3,0.3333,0.87,0,158
2,1,4,11,0,2,1,1,0.46,0.4545,0.31,0.3881,184
1,1,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,4
1,1,2,13,0,5,1,1,0.36,0.3636,0.46,0,198
3,0,8,14,0,0,0,1,0.78,0.697,0.43,0.4179,447
2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,273
2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,369
1,1,1,5,0,0,0,2,0.16,0.1364,0.47,0.3284,5
1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,5
2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,297
1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,686
2,0,5,19,0,0,0,2,0.46,0.4545,0.84,0.1045,178
3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,359
2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,492
4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,113
2,1,6,6,0,3,1,2,0.64,0.5758,0.89,0.0896,165
1,0,2,5,0,0,0,1,0.26,0.2576,0.6,0.2239,1
2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,692
2,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881,359
2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,301
1,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,114
1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,22
2,1,4,10,0,2,1,1,0.6,0.6212,0.38,0.4179,217
4,1,10,10,0,0,0,1,0.5,0.4848,0.48,0.2985,443
3,0,9,18,0,4,1,3,0.64,0.5606,0.94,0.3582,68
4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,289
1,1,2,13,0,1,1,1,0.32,0.303,0.22,0.2239,140
1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,35
3,1,8,16,0,5,1,1,0.78,0.7273,0.55,0.2985,467
3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,367
4,1,11,22,0,3,1,1,0.34,0.3636,0.49,0,88
3,0,9,16,0,2,1,1,0.74,0.6667,0.51,0.2239,292
3,1,9,13,0,2,1,2,0.7,0.6667,0.74,0.5821,114
2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,243
4,0,12,20,0,4,1,1,0.26,0.2727,0.6,0.1045,175
2,0,5,4,0,1,1,1,0.5,0.4848,1,0.1343,6
1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,109
4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,181
1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,105
3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,214
4,0,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,128
4,1,10,15,0,2,1,1,0.68,0.6364,0.41,0.2239,346
4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,32
4,1,12,19,0,0,0,3,0.38,0.3939,0.94,0.0896,122
3,1,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,437
3,1,9,5,0,5,1,1,0.62,0.5606,0.88,0,40
2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537,217
2,1,5,18,0,4,1,1,0.66,0.6212,0.27,0.1642,868
1,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,220
3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,247
2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,272
1,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343,72
3,0,9,14,0,0,0,1,0.72,0.6667,0.58,0.2836,342
3,1,8,13,0,4,1,1,0.86,0.7879,0.44,0.2239,310
4,0,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,97
4,1,12,11,0,5,1,1,0.32,0.303,0.65,0.194,211
4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,360
1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,157
2,1,5,17,0,3,1,2,0.64,0.6212,0.53,0.1343,705
4,0,10,12,0,1,1,1,0.42,0.4242,0.44,0.2239,170
1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,112
1,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,28
3,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,362
3,1,9,17,0,2,1,1,0.7,0.6364,0.28,0,970
1,1,1,6,0,5,1,2,0.42,0.4242,1,0.3284,72
1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,105
1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,128
2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,44
2,0,4,7,0,6,0,3,0.34,0.3333,1,0.1642,19
2,1,5,10,0,3,1,1,0.62,0.5909,0.78,0.0896,191
1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,11
3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,436
2,0,4,6,0,1,1,2,0.5,0.4848,1,0,66
1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,3
4,0,10,10,0,1,1,2,0.36,0.3485,0.57,0.1642,105
3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,186
4,1,10,2,0,3,1,2,0.3,0.303,0.81,0.1343,7
1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,201
1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,2
1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,428
2,0,5,7,1,1,0,2,0.64,0.5606,0.94,0,31
1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,593
1,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,80
3,0,9,19,0,6,0,1,0.7,0.6667,0.74,0.1343,295
2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,307
2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,681
1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,334
2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,96
4,0,11,8,0,5,1,2,0.4,0.4091,0.87,0.3582,395
1,1,12,9,0,3,1,3,0.2,0.1818,0.86,0.3284,23
3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,283
3,1,7,20,0,0,0,1,0.7,0.6667,0.74,0.1642,378
2,0,4,18,0,4,1,1,0.64,0.6212,0.47,0.3582,530
1,1,2,20,0,5,1,2,0.32,0.3485,0.57,0,151
3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,386
3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,472
2,1,5,19,0,4,1,1,0.54,0.5152,0.37,0.3582,553
3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0,149
4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,354
1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,97
2,1,6,15,0,2,1,1,0.78,0.7424,0.59,0.1642,259
3,1,7,9,0,0,0,2,0.72,0.697,0.79,0,221
1,0,3,19,0,3,1,1,0.4,0.4091,0.28,0.5224,150
2,1,5,13,0,6,0,1,0.64,0.6212,0.36,0.194,659
1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,79
4,0,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,115
2,1,6,22,0,1,1,2,0.72,0.6667,0.58,0.194,164
4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,116
2,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,100
3,0,6,1,0,1,1,2,0.62,0.5909,0.78,0.1343,15
4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,53
3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0,11
1,0,12,10,0,3,1,1,0.34,0.3182,0.57,0.2239,96
1,0,3,0,0,5,1,2,0.34,0.3485,1,0.0896,6
3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0,408
1,1,12,1,0,4,1,3,0.24,0.197,0.93,0.4478,5
3,0,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985,208
1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,356
1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,21
4,1,12,15,0,1,1,2,0.42,0.4242,0.88,0,211
4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0,171
3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,7
4,1,10,13,0,6,0,1,0.6,0.6212,0.43,0.2537,760
2,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,683
2,0,5,16,0,6,0,1,0.6,0.6212,0.38,0.194,342
3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,455
3,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896,737
1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,44
4,0,11,3,0,1,1,3,0.44,0.4394,1,0.1343,4
2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,28
4,1,11,13,0,3,1,1,0.44,0.4394,0.35,0.2239,365
3,1,9,15,0,4,1,1,0.74,0.697,0.66,0.194,270
1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.194,94
2,0,5,16,0,4,1,1,0.58,0.5455,0.64,0.194,302
2,0,5,23,0,3,1,1,0.36,0.3485,0.62,0.2239,57
3,1,8,9,0,2,1,1,0.64,0.6061,0.69,0,328
4,1,11,22,0,1,1,1,0.34,0.3485,0.66,0.1045,113
3,0,9,3,1,1,0,2,0.68,0.6364,0.74,0.2985,16
3,0,9,12,0,4,1,2,0.72,0.6667,0.51,0.1343,229
2,0,4,3,1,5,0,1,0.4,0.4091,0.76,0,3
2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,14
3,1,8,1,0,0,0,1,0.64,0.5758,0.89,0.194,134
3,0,9,8,0,1,1,1,0.6,0.5758,0.78,0.0896,408
2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,33
4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,219
1,0,3,10,0,0,0,2,0.32,0.3485,0.45,0,136
1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,224
2,0,4,7,0,2,1,2,0.54,0.5152,0.68,0.2239,189
1,1,12,12,0,3,1,3,0.22,0.197,0.87,0.3284,10
3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,92
2,1,4,18,0,6,0,2,0.68,0.6364,0.47,0.4925,416
3,1,7,12,0,3,1,2,0.78,0.697,0.43,0,292
4,1,10,10,0,3,1,1,0.56,0.5303,0.52,0.2985,217
4,1,11,21,0,3,1,1,0.36,0.3788,0.5,0,105
2,0,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,351
3,1,8,19,0,3,1,2,0.66,0.6212,0.74,0,580
4,0,11,17,0,2,1,1,0.52,0.5,0.43,0.1642,499
4,1,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896,391
2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0,305
4,1,12,5,0,3,1,1,0.26,0.2576,0.6,0.194,37
3,1,9,8,0,0,0,1,0.54,0.5152,0.64,0.1642,128
2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,70
3,0,8,22,0,4,1,1,0.7,0.6515,0.48,0,157
1,1,2,21,0,1,1,1,0.28,0.2879,0.45,0.1343,147
4,1,10,23,0,0,0,2,0.56,0.5303,0.68,0.2836,105
3,0,8,19,0,3,1,3,0.7,0.6667,0.84,0,321
4,1,12,4,0,1,1,1,0.36,0.3788,0.93,0,5
4,1,11,8,0,0,0,1,0.3,0.2879,0.75,0.2537,119
4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0,8
1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0,390
4,0,12,19,0,3,1,2,0.36,0.3636,0.62,0.1045,268
2,1,6,5,0,3,1,1,0.66,0.6061,0.83,0.0896,39
4,1,12,3,0,1,1,2,0.36,0.3788,0.93,0,3
2,1,5,16,0,5,1,1,0.76,0.6818,0.48,0.1642,440
2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,10
3,1,9,1,0,1,1,1,0.52,0.5,0.72,0.0896,21
3,1,9,9,0,5,1,1,0.58,0.5455,0.68,0.1343,383
3,1,6,3,0,4,1,1,0.72,0.697,0.74,0,11
4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,208
1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,163
4,1,11,21,0,0,0,1,0.44,0.4394,0.67,0.2239,171
2,0,5,6,0,2,1,2,0.58,0.5455,0.94,0.194,112
4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,323
2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,104
4,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,5
2,1,4,20,0,3,1,1,0.64,0.6212,0.27,0.2239,372
2,1,4,0,0,0,0,1,0.44,0.4394,0.24,0.2239,85
4,1,10,8,0,0,0,2,0.5,0.4848,0.59,0.5522,173
4,1,9,21,0,0,0,2,0.52,0.5,0.48,0.1045,196
3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,184
3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,287
3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,128
3,1,9,15,0,6,0,3,0.56,0.5303,0.88,0.2537,512
4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0,237
1,1,12,6,0,3,1,2,0.22,0.2121,0.69,0.2239,36
3,0,9,19,1,1,0,3,0.66,0.5909,0.94,0.1045,175
2,1,6,22,0,6,0,1,0.7,0.6515,0.58,0.1642,214
2,1,5,8,0,0,0,2,0.5,0.4848,0.88,0.1343,114
3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.2537,330
1,1,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,21
3,1,9,20,0,0,0,1,0.6,0.6212,0.53,0.1045,324
3,1,8,20,0,4,1,1,0.7,0.6515,0.61,0.1045,474
2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.0896,263
3,0,6,2,0,3,1,1,0.66,0.6061,0.78,0,7
3,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,26
1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0,26
4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,135
3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,246
2,1,6,2,0,1,1,1,0.66,0.6212,0.74,0.1045,17
1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,151
3,1,9,3,0,3,1,2,0.52,0.5,0.63,0.2537,5
3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,243
1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,73
1,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,167
3,0,9,5,0,3,1,2,0.54,0.5152,1,0.1642,31
3,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896,214
3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,169
3,1,9,0,0,0,0,2,0.56,0.5303,0.73,0.194,124
1,0,2,23,0,3,1,1,0.22,0.2576,0.55,0.0896,39
3,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,804
1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,20
2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,243
3,1,6,3,0,5,1,1,0.72,0.6667,0.58,0.194,8
1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,89
3,0,8,10,0,0,0,1,0.7,0.6515,0.61,0.6119,142
2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,383
3,0,6,7,0,5,1,2,0.66,0.6061,0.83,0.2239,268
3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,230
2,0,5,11,0,0,0,1,0.7,0.6515,0.54,0.194,373
2,1,6,14,0,3,1,2,0.72,0.6515,0.37,0.4179,320
4,1,10,1,0,3,1,1,0.38,0.3939,0.76,0,17
2,0,5,10,0,1,1,1,0.66,0.6212,0.74,0.2985,121
1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,244
2,1,5,13,0,1,1,2,0.62,0.5909,0.73,0.2239,176
4,1,12,5,0,1,1,1,0.34,0.3485,0.93,0.0896,38
3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,390
3,0,9,2,0,5,1,2,0.62,0.5152,1,0.2537,8
1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,29
3,0,8,16,0,3,1,1,0.76,0.697,0.52,0.4179,271
3,1,6,5,0,4,1,1,0.62,0.6212,0.57,0.0896,47
3,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.1045,41
4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0,14
3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,181
3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,9
2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0,150
